index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
99253,403-6860719-0849126,06-22-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-XL,Set,XL,B08XNJ8P3S,Shipped,1,INR,1163.0,FARIDABAD,HARYANA,121002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,True,,False
55140,403-1309027-1925921,05-27-22,Shipped,Amazon,Amazon.in,Expedited,J0041,J0041-SET-XS,Set,XS,B089G2JV7X,Shipped,1,INR,631.0,RAIPUR,CHHATTISGARH,492013.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
8008,408-3566781-1126716,04-25-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690.0,SIKANDERPUR BALLIA DISTRICT,UTTAR PRADESH,277303.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-AWMMZNGS33JGQ,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
88637,405-4735709-7506733,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0158,J0158-DR-XXXL,Western Dress,3XL,B091YGKXY9,Shipped,1,INR,721.0,NAVI MUMBAI,MAHARASHTRA,400701.0,IN,,False,,False
125283,405-2715910-4593930,06-03-22,Shipped,Amazon,Amazon.in,Expedited,JNE1233,JNE1233-BLUE-KR-031-XS,kurta,XS,B07JBQD2BK,Shipped,1,INR,376.0,Pune,MAHARASHTRA,411015.0,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,,False
1176,408-6514205-9009132,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-M,kurta,M,B081WY1SP3,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560046.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
93845,406-5304321-5604309,06-27-22,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-XL,Western Dress,XL,B09SDYWXDS,Shipped,1,INR,735.0,AHMEDABAD,Gujarat,380060.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
81934,404-6759914-9471510,05-05-22,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-S,Set,S,B09K3G4TS6,Shipped,1,INR,692.0,JORETHANG,SIKKIM,737121.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
87749,405-3566525-3281915,05-02-22,Cancelled,Merchant,Amazon.in,Standard,NW005,NW005-ST-PJ-L,Set,L,B0922TCTTB,,0,INR,570.48,BHUNTAR,HIMACHAL PRADESH,175125.0,IN,,False,Easy Ship,False
38864,405-1522066-3802718,04-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3487,JNE3487-KR-S,kurta,S,B08RP1Z6L4,Shipped,1,INR,362.0,BENGALURU,KARNATAKA,560085.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
2328,405-4144703-2222723,04-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3798,JNE3798-KR-XL,Western Dress,XL,B09SDXG1CP,,0,,,HYDERABAD,TELANGANA,502032.0,IN,,False,Easy Ship,
122875,407-3194232-5315523,06-05-22,Shipped,Amazon,Amazon.in,Expedited,MEN5008,MEN5008-KR-L,kurta,L,B08YYZFQZS,Shipped,1,INR,688.0,ALATHUR,KERALA,678573.0,IN,,False,,False
123845,407-4141650-3282756,06-04-22,Shipped,Amazon,Amazon.in,Expedited,J0004,J0004-SKD-XXL,Set,XXL,B0894XVZLM,Shipped,1,INR,1127.0,VISAKHAPATNAM,ANDHRA PRADESH,530027.0,IN,,False,,False
77781,408-2805411-2483515,05-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XS,kurta,XS,B082W872VQ,Shipped,1,INR,382.0,Ghaziabad,UTTAR PRADESH,201017.0,IN,,False,,False
317,402-0503400-6235514,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET293,SET293-KR-NP-S,Set,S,B09K3G4TS6,Shipped,1,INR,736.0,CHENNAI,TAMIL NADU,600125.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
17119,407-8404517-9330705,04-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XL,kurta,XL,B08BF4PWCT,Shipped,1,INR,517.0,BENGALURU,KARNATAKA,560061.0,IN,,False,,
80627,402-7949489-9524323,05-06-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET278,SET278-KR-NP-S,Set,S,B0983F2ZJW,Shipped,1,INR,1432.0,HYDERABAD,TELANGANA,500092.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI,Amazon PLCC Free-Financing Universal Merchant AAT-CPIZVVXYOLZ5S,Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC,Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q,Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6,Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2,Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI,Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4,Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I,Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY,Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
94101,406-0335443-7049121,06-27-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,SET330,SET330-KR-PP-XL,Set,XL,B09SDXTH4Q,Shipped,1,INR,560.0,HYDERABAD,TELANGANA,500084.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-UFMRPWCRGE2ZM,Amazon PLCC Free-Financing Universal Merchant AAT-SF4YGC5K3O574,Amazon PLCC Free-Financing Universal Merchant AAT-SUBB5QVZKACYG,Amazon PLCC Free-Financing Universal Merchant AAT-CF5ZF57364I7G,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
33419,403-7713096-2041151,04-10-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XXL,Western Dress,XXL,B099NR3NXY,Shipped,1,INR,791.0,GHAZIABAD,UTTAR PRADESH,201009.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
90294,402-7506812-9781916,05-01-22,Cancelled,Amazon,Amazon.in,Expedited,J0285,J0285-SKD-XS,Set,XS,B08QGN4RYQ,Cancelled,0,,,SHIMLA,HIMACHAL PRADESH,171208.0,IN,,False,,False
100173,407-4213212-7300352,06-21-22,Shipped,Amazon,Amazon.in,Expedited,JNE3810,JNE3810-KR-XXXL,kurta,3XL,B09RKCYVVH,Shipped,1,INR,569.0,BENGALURU,KARNATAKA,560085.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
123205,171-2846718-4338704,06-05-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XS,kurta,XS,B081XCMYXJ,Shipped,1,INR,435.0,PATNA,BIHAR,801503.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
43792,402-6255405-2529113,04-04-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-L,kurta,L,B082W8354V,Shipped,1,INR,426.0,GHAZIABAD,UTTAR PRADESH,201014.0,IN,,False,,
80955,171-6546241-0140357,05-06-22,Shipped,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP-XS,Set,XS,B09RKDH2BT,Shipped,1,INR,969.0,DEWAS,MADHYA PRADESH,455001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
66841,404-0427154-6433129,05-17-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3571,JNE3571-KR-XL,kurta,XL,B08MXF3X54,Shipped,1,INR,487.0,LUCKNOWl,UTTAR PRADESH,226017.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,False
10912,171-4283508-2833956,04-23-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3160,JNE3160-KR-G-XXXL,kurta,3XL,B07K3VQMML,Shipped,1,INR,685.0,BENGALURU,KARNATAKA,560043.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
88082,403-8352850-4673139,05-02-22,Shipped,Amazon,Amazon.in,Expedited,JNE1906,JNE1906-KR-031-S,kurta,S,B06Y5CCJ89,Shipped,1,INR,357.0,PUNE,MAHARASHTRA,411046.0,IN,,False,,False
121851,407-1123885-5106759,06-05-22,Shipped,Amazon,Amazon.in,Expedited,J0344,J0344-TP-XL,Top,XL,B09872TQWK,Shipped,1,INR,758.0,KOLKATA,WEST BENGAL,700051.0,IN,,False,,False
78967,404-6986397-1484337,05-07-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-M,kurta,M,B089G1HM97,Shipped,1,INR,635.0,TANUKU,ANDHRA PRADESH,534211.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-TREXU6MY3SEMI,Amazon PLCC Free-Financing Universal Merchant AAT-RVL5KAXRIWHV2,Amazon PLCC Free-Financing Universal Merchant AAT-BS2QIL3ZUUJDC,Amazon PLCC Free-Financing Universal Merchant AAT-BD2QQYQLU3K3Q,Amazon PLCC Free-Financing Universal Merchant AAT-7Z5FYSWV55YJ6,Amazon PLCC Free-Financing Universal Merchant AAT-KQRYFJZLTA6E2,Amazon PLCC Free-Financing Universal Merchant AAT-F6SN46VZWQOQI,Amazon PLCC Free-Financing Universal Merchant AAT-GL6VKXK3MYVP4,Amazon PLCC Free-Financing Universal Merchant AAT-26CRLBGU7BZ4I,Amazon PLCC Free-Financing Universal Merchant AAT-EC3WUB2OYMZJY,Amazon PLCC Free-Financing Universal Merchant AAT-LLHTF3J4EFYUO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
17689,171-8135521-4444320,04-20-22,Shipped,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-L,kurta,L,B08YZ1L831,Shipped,1,INR,549.0,KANGRA,HIMACHAL PRADESH,176029.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
46248,171-2663896-3019537,04-02-22,Shipped,Amazon,Amazon.in,Expedited,PJ0096,PJ0096-KR-N-5XL,kurta,5XL,B09LD3ZZ2N,Shipped,1,INR,688.0,GARULIA,WEST BENGAL,743144.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
88486,405-4004188-6111535,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXL,Top,XXL,B08N4QTQHW,Shipped,1,INR,518.0,Vasai (E),MAHARASHTRA,401208.0,IN,,False,,False
128835,408-5158049-6217932,06-01-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XXL,Western Dress,XXL,B09SDXSQ33,Shipped,1,INR,771.0,BENGALURU,KARNATAKA,560072.0,IN,,False,,False
97786,407-7359738-7367544,06-23-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,JNE3765,JNE3765-KR-M,kurta,M,B09K3T1GVF,Shipped,1,INR,579.0,KOOTHUPARAMBA,KERALA,670643.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-5SHH3G55USK5C,Amazon PLCC Free-Financing Universal Merchant AAT-7IFG6TWAZNCBQ,Amazon PLCC Free-Financing Universal Merchant AAT-5QNBXTEQWGXOW,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-SKYXW7T3UZBGO,Amazon PLCC Free-Financing Universal Merchant AAT-ONHQI6RQUNGB6,Amazon PLCC Free-Financing Universal Merchant AAT-UFMRPWCRGE2ZM,Amazon PLCC Free-Financing Universal Merchant AAT-SF4YGC5K3O574,Amazon PLCC Free-Financing Universal Merchant AAT-SUBB5QVZKACYG,Amazon PLCC Free-Financing Universal Merchant AAT-CF5ZF57364I7G,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
59091,403-4716955-2354708,05-24-22,Shipped,Amazon,Amazon.in,Expedited,JNE3334,JNE3334-KR-XXL,kurta,XXL,B07SBYCJ74,Shipped,1,INR,318.0,MUMBAI,MAHARASHTRA,400007.0,IN,,False,,False
27903,402-1703237-2265105,04-14-22,Shipped,Amazon,Amazon.in,Expedited,SET182,SET182-KR-DH-M,Set,M,B085NYG5CR,Shipped,1,INR,657.0,BENGALURU,KARNATAKA,560102.0,IN,,False,,
118283,408-6312846-7115543,06-08-22,Shipped,Amazon,Amazon.in,Expedited,MEN5029,MEN5029-KR-XL,kurta,XL,B08YZ2JMRN,Shipped,1,INR,625.0,PALIA KALAN,UTTAR PRADESH,262902.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False
125749,171-2656248-5930741,06-03-22,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Unshipped,1,INR,666.0,HYDERABAD,TELANGANA,500084.0,IN,,False,,False
76723,405-9098891-8092301,05-09-22,Cancelled,Merchant,Amazon.in,Standard,JNE3261,JNE3261-KR-L,kurta,L,B07R5X9KHS,,0,,,Pimpri Chinchwad,MAHARASHTRA,411033.0,IN,,False,Easy Ship,False
53145,406-0488680-6230736,05-28-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3487,JNE3487-KR-L,kurta,L,B08RP29G54,Cancelled,0,,,PIMPRI CHINCHWAD,MAHARASHTRA,411039.0,IN,,False,,False
89226,408-3472440-9825134,05-01-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788.0,VIJAYAWADA,ANDHRA PRADESH,520007.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-B4XD5CKOZFUO6,Amazon PLCC Free-Financing Universal Merchant AAT-WA3O6HTUZGC2M,Amazon PLCC Free-Financing Universal Merchant AAT-CIALTIPNFIG2E,Amazon PLCC Free-Financing Universal Merchant AAT-R24EXPJ2OZUEK,Amazon PLCC Free-Financing Universal Merchant AAT-A6EVSKTLHUNI4,Amazon PLCC Free-Financing Universal Merchant AAT-56V5XGGAEKQWC,Amazon PLCC Free-Financing Universal Merchant AAT-V35YNZJGNRNUQ,Amazon PLCC Free-Financing Universal Merchant AAT-JKICCRTK4FJLC,Amazon PLCC Free-Financing Universal Merchant AAT-IW7FKCNMUEENG,Amazon PLCC Free-Financing Universal Merchant AAT-GGYFSBBAGFEHC,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,False
